make,year,fuel,hp,cylinders,transmission,wd,doors,size,style,highway mpg,city mpg,popularity,msrp,is_factory tuner,is_hybrid,is_luxury,is_performance,is_flex fuel,is_crossover,is_hatchback,is_diesel,is_exotic,is_high-performance
subaru,5,regular unleaded,148.0,1,AUTOMATIC,all wheel drive,4.0,Compact,suv,34.0,26,640,23395,False,False,False,False,False,True,False,False,False,False
subaru,5,regular unleaded,148.0,1,MANUAL,all wheel drive,4.0,Compact,suv,31.0,23,640,21595,False,False,False,False,False,True,False,False,False,False
subaru,5,regular unleaded,160.0,1,AUTOMATIC,all wheel drive,4.0,Compact,suv,34.0,30,640,29995,False,True,False,False,False,True,False,False,False,False
subaru,5,regular unleaded,148.0,1,MANUAL,all wheel drive,4.0,Compact,suv,30.0,23,640,22495,False,False,False,False,False,True,False,False,False,False
subaru,5,regular unleaded,148.0,1,AUTOMATIC,all wheel drive,4.0,Compact,suv,33.0,26,640,23495,False,False,False,False,False,True,False,False,False,False
subaru,5,regular unleaded,148.0,1,AUTOMATIC,all wheel drive,4.0,Compact,suv,33.0,26,640,25195,False,False,False,False,False,True,False,False,False,False
subaru,5,regular unleaded,148.0,1,MANUAL,all wheel drive,4.0,Compact,suv,30.0,23,640,21695,False,False,False,False,False,True,False,False,False,False
ford,3,flex-fuel (unleaded/e85),224.0,4,AUTOMATIC,rear wheel drive,4.0,Large,sedan,24.0,16,5657,29205,False,False,False,False,True,False,False,False,False,False
ford,4,flex-fuel (unleaded/e85),224.0,4,AUTOMATIC,rear wheel drive,4.0,Large,sedan,24.0,16,5657,29905,False,False,False,False,True,False,False,False,False,False
ford,4,flex-fuel (unleaded/e85),239.0,4,AUTOMATIC,rear wheel drive,4.0,Large,sedan,24.0,16,5657,29905,False,False,False,False,True,False,False,False,False,False
chevrolet,5,diesel,148.0,1,AUTOMATIC,front wheel drive,4.0,Midsize,sedan,46.0,27,1385,25660,False,False,False,False,False,False,False,True,False,False
chevrolet,5,regular unleaded,153.0,1,AUTOMATIC,front wheel drive,4.0,Compact,hatchback,38.0,29,1385,21920,False,False,False,False,False,False,True,False,False,False
chevrolet,5,regular unleaded,153.0,1,MANUAL,front wheel drive,4.0,Compact,hatchback,37.0,28,1385,21240,False,False,False,False,False,False,True,False,False,False
chevrolet,5,regular unleaded,153.0,1,AUTOMATIC,front wheel drive,4.0,Compact,hatchback,37.0,28,1385,23945,False,False,False,False,False,False,True,False,False,False
lexus,5,regular unleaded,134.0,1,AUTOMATIC,front wheel drive,4.0,Compact,hatchback,40.0,43,454,32200,False,True,True,False,False,False,True,False,False,False
lexus,5,regular unleaded,134.0,1,AUTOMATIC,front wheel drive,4.0,Compact,hatchback,40.0,43,454,31250,False,True,True,False,False,False,True,False,False,False
lexus,5,regular unleaded,134.0,1,AUTOMATIC,front wheel drive,4.0,Compact,hatchback,40.0,43,454,31250,False,True,True,False,False,False,True,False,False,False
cadillac,5,premium unleaded (recommended),265.0,1,AUTOMATIC,rear wheel drive,4.0,Large,sedan,31.0,22,1624,58395,False,False,True,False,False,False,False,False,False,False
cadillac,5,premium unleaded (required),404.0,3,AUTOMATIC,all wheel drive,4.0,Large,sedan,26.0,18,1624,67570,False,False,True,True,False,False,False,False,False,True
cadillac,5,regular unleaded,335.0,3,AUTOMATIC,all wheel drive,4.0,Large,sedan,27.0,18,1624,60395,False,False,True,True,False,False,False,False,False,True
cadillac,5,regular unleaded,335.0,3,AUTOMATIC,all wheel drive,4.0,Large,sedan,27.0,18,1624,55495,False,False,True,True,False,False,False,False,False,True
cadillac,5,regular unleaded,335.0,3,AUTOMATIC,all wheel drive,4.0,Large,sedan,27.0,18,1624,63570,False,False,True,True,False,False,False,False,False,False
cadillac,5,premium unleaded (recommended),265.0,1,AUTOMATIC,rear wheel drive,4.0,Large,sedan,31.0,22,1624,53495,False,False,True,False,False,False,False,False,False,False
cadillac,5,premium unleaded (required),404.0,3,AUTOMATIC,all wheel drive,4.0,Large,sedan,26.0,18,1624,87465,False,False,True,True,False,False,False,False,False,True
cadillac,5,regular unleaded,335.0,3,AUTOMATIC,all wheel drive,4.0,Large,sedan,27.0,18,1624,83465,False,False,True,True,False,False,False,False,False,False
cadillac,5,premium unleaded (required),404.0,3,AUTOMATIC,all wheel drive,4.0,Large,sedan,26.0,18,1624,64395,False,False,True,True,False,False,False,False,False,True
cadillac,5,premium unleaded (required),404.0,3,AUTOMATIC,all wheel drive,4.0,Large,sedan,26.0,18,1624,64395,False,False,True,True,False,False,False,False,False,True
cadillac,5,regular unleaded,335.0,3,AUTOMATIC,all wheel drive,4.0,Large,sedan,27.0,18,1624,63595,False,False,True,True,False,False,False,False,False,False
cadillac,5,premium unleaded (required),404.0,3,AUTOMATIC,all wheel drive,4.0,Large,sedan,26.0,18,1624,87495,False,False,True,True,False,False,False,False,False,True
cadillac,5,premium unleaded (recommended),265.0,1,AUTOMATIC,rear wheel drive,4.0,Large,sedan,30.0,22,1624,53495,False,False,True,False,False,False,False,False,False,False
cadillac,5,regular unleaded,335.0,3,AUTOMATIC,all wheel drive,4.0,Large,sedan,27.0,18,1624,60395,False,False,True,True,False,False,False,False,False,True
cadillac,5,premium unleaded (recommended),265.0,1,AUTOMATIC,rear wheel drive,4.0,Large,sedan,30.0,22,1624,58395,False,False,True,False,False,False,False,False,False,False
cadillac,5,premium unleaded (required),404.0,3,AUTOMATIC,all wheel drive,4.0,Large,sedan,26.0,18,1624,67595,False,False,True,True,False,False,False,False,False,True
cadillac,5,regular unleaded,335.0,3,AUTOMATIC,all wheel drive,4.0,Large,sedan,27.0,18,1624,83495,False,False,True,True,False,False,False,False,False,False
cadillac,5,regular unleaded,335.0,3,AUTOMATIC,all wheel drive,4.0,Large,sedan,27.0,18,1624,55495,False,False,True,True,False,False,False,False,False,True
cadillac,4,regular unleaded,318.0,3,AUTOMATIC,all wheel drive,2.0,Midsize,coupe,27.0,18,1624,40615,False,False,True,True,False,False,False,False,False,False
cadillac,4,regular unleaded,318.0,3,AUTOMATIC,rear wheel drive,2.0,Midsize,coupe,27.0,18,1624,48150,False,False,True,True,False,False,False,False,False,False
cadillac,4,regular unleaded,318.0,3,AUTOMATIC,rear wheel drive,2.0,Midsize,coupe,27.0,18,1624,38715,False,False,True,True,False,False,False,False,False,False
cadillac,4,regular unleaded,318.0,3,AUTOMATIC,rear wheel drive,2.0,Midsize,coupe,27.0,18,1624,43950,False,False,True,True,False,False,False,False,False,False
cadillac,4,regular unleaded,318.0,3,AUTOMATIC,all wheel drive,2.0,Midsize,coupe,27.0,18,1624,45850,False,False,True,True,False,False,False,False,False,False
cadillac,4,regular unleaded,318.0,3,AUTOMATIC,all wheel drive,2.0,Midsize,coupe,27.0,18,1624,50050,False,False,True,True,False,False,False,False,False,False
cadillac,4,regular unleaded,318.0,3,AUTOMATIC,all wheel drive,2.0,Midsize,coupe,27.0,18,1624,40805,False,False,True,True,False,False,False,False,False,False
cadillac,4,regular unleaded,318.0,3,AUTOMATIC,rear wheel drive,2.0,Midsize,coupe,27.0,18,1624,43950,False,False,True,True,False,False,False,False,False,False
cadillac,4,regular unleaded,318.0,3,AUTOMATIC,all wheel drive,2.0,Midsize,coupe,27.0,18,1624,50050,False,False,True,True,False,False,False,False,False,False
cadillac,4,regular unleaded,318.0,3,AUTOMATIC,all wheel drive,2.0,Midsize,coupe,27.0,18,1624,45850,False,False,True,True,False,False,False,False,False,False
cadillac,4,regular unleaded,318.0,3,AUTOMATIC,rear wheel drive,2.0,Midsize,coupe,27.0,18,1624,38905,False,False,True,True,False,False,False,False,False,False
cadillac,4,regular unleaded,318.0,3,AUTOMATIC,rear wheel drive,2.0,Midsize,coupe,27.0,18,1624,48150,False,False,True,True,False,False,False,False,False,False
cadillac,4,regular unleaded,318.0,3,AUTOMATIC,rear wheel drive,2.0,Midsize,coupe,27.0,18,1624,39495,False,False,True,True,False,False,False,False,False,False
cadillac,4,regular unleaded,318.0,3,AUTOMATIC,all wheel drive,2.0,Midsize,coupe,27.0,18,1624,49995,False,False,True,True,False,False,False,False,False,False
cadillac,4,regular unleaded,318.0,3,AUTOMATIC,rear wheel drive,2.0,Midsize,coupe,27.0,18,1624,47995,False,False,True,True,False,False,False,False,False,False
cadillac,4,regular unleaded,318.0,3,AUTOMATIC,all wheel drive,2.0,Midsize,coupe,27.0,18,1624,45795,False,False,True,True,False,False,False,False,False,False
cadillac,4,regular unleaded,318.0,3,AUTOMATIC,all wheel drive,2.0,Midsize,coupe,27.0,18,1624,41495,False,False,True,True,False,False,False,False,False,False
cadillac,4,regular unleaded,318.0,3,AUTOMATIC,rear wheel drive,2.0,Midsize,coupe,27.0,18,1624,43795,False,False,True,True,False,False,False,False,False,False
cadillac,4,premium unleaded (required),556.0,4,MANUAL,rear wheel drive,2.0,Midsize,coupe,19.0,14,1624,63215,True,False,True,True,False,False,False,False,False,True
cadillac,4,premium unleaded (required),556.0,4,MANUAL,rear wheel drive,2.0,Midsize,coupe,19.0,14,1624,63600,True,False,True,True,False,False,False,False,False,True
cadillac,5,premium unleaded (required),556.0,4,MANUAL,rear wheel drive,2.0,Midsize,coupe,19.0,14,1624,69900,True,False,True,True,False,False,False,False,False,True
cadillac,4,premium unleaded (required),556.0,4,MANUAL,rear wheel drive,4.0,Midsize,wagon,19.0,14,1624,63215,True,False,True,True,False,False,False,False,False,True
cadillac,4,premium unleaded (required),556.0,4,MANUAL,rear wheel drive,4.0,Midsize,wagon,19.0,14,1624,63215,True,False,True,True,False,False,False,False,False,True
cadillac,4,premium unleaded (required),556.0,4,MANUAL,rear wheel drive,4.0,Midsize,wagon,19.0,14,1624,63600,True,False,True,True,False,False,False,False,False,True
cadillac,4,premium unleaded (required),556.0,4,MANUAL,rear wheel drive,4.0,Midsize,sedan,19.0,14,1624,63600,True,False,True,True,False,False,False,False,False,True
cadillac,5,premium unleaded (required),640.0,4,AUTOMATIC,rear wheel drive,4.0,Large,sedan,21.0,14,1624,83995,True,False,True,True,False,False,False,False,False,True
cadillac,5,premium unleaded (required),640.0,4,AUTOMATIC,rear wheel drive,4.0,Large,sedan,21.0,14,1624,85995,True,False,True,True,False,False,False,False,False,True
cadillac,4,regular unleaded,270.0,3,AUTOMATIC,rear wheel drive,4.0,Midsize,wagon,27.0,18,1624,39015,False,False,True,False,False,False,False,False,False,False
cadillac,4,regular unleaded,318.0,3,AUTOMATIC,rear wheel drive,4.0,Midsize,wagon,26.0,18,1624,44190,False,False,True,True,False,False,False,False,False,False
cadillac,4,regular unleaded,270.0,3,AUTOMATIC,all wheel drive,4.0,Midsize,wagon,26.0,18,1624,40915,False,False,True,False,False,False,False,False,False,False
cadillac,4,regular unleaded,270.0,3,AUTOMATIC,all wheel drive,4.0,Midsize,wagon,26.0,18,1624,44050,False,False,True,False,False,False,False,False,False,False
cadillac,4,regular unleaded,318.0,3,AUTOMATIC,all wheel drive,4.0,Midsize,wagon,26.0,18,1624,51650,False,False,True,True,False,False,False,False,False,False
cadillac,4,regular unleaded,270.0,3,AUTOMATIC,rear wheel drive,4.0,Midsize,wagon,27.0,18,1624,42150,False,False,True,False,False,False,False,False,False,False
cadillac,4,regular unleaded,318.0,3,AUTOMATIC,rear wheel drive,4.0,Midsize,wagon,26.0,18,1624,49750,False,False,True,True,False,False,False,False,False,False
cadillac,4,regular unleaded,318.0,3,AUTOMATIC,all wheel drive,4.0,Midsize,wagon,26.0,18,1624,46090,False,False,True,True,False,False,False,False,False,False
cadillac,4,regular unleaded,318.0,3,AUTOMATIC,rear wheel drive,4.0,Midsize,wagon,26.0,18,1624,44190,False,False,True,True,False,False,False,False,False,False
cadillac,4,regular unleaded,270.0,3,AUTOMATIC,rear wheel drive,4.0,Midsize,wagon,26.0,18,1624,42150,False,False,True,False,False,False,False,False,False,False
cadillac,4,regular unleaded,270.0,3,AUTOMATIC,all wheel drive,4.0,Midsize,wagon,26.0,18,1624,41105,False,False,True,False,False,False,False,False,False,False
cadillac,4,regular unleaded,318.0,3,AUTOMATIC,rear wheel drive,4.0,Midsize,wagon,26.0,18,1624,49750,False,False,True,True,False,False,False,False,False,False
cadillac,4,regular unleaded,318.0,3,AUTOMATIC,all wheel drive,4.0,Midsize,wagon,26.0,18,1624,46090,False,False,True,True,False,False,False,False,False,False
cadillac,4,regular unleaded,270.0,3,AUTOMATIC,rear wheel drive,4.0,Midsize,wagon,26.0,18,1624,39205,False,False,True,False,False,False,False,False,False,False
cadillac,4,regular unleaded,318.0,3,AUTOMATIC,all wheel drive,4.0,Midsize,wagon,26.0,18,1624,51650,False,False,True,True,False,False,False,False,False,False
cadillac,4,regular unleaded,270.0,3,AUTOMATIC,all wheel drive,4.0,Midsize,wagon,26.0,18,1624,44050,False,False,True,False,False,False,False,False,False,False
cadillac,4,regular unleaded,318.0,3,AUTOMATIC,rear wheel drive,4.0,Midsize,wagon,26.0,18,1624,49795,False,False,True,True,False,False,False,False,False,False
cadillac,4,regular unleaded,270.0,3,AUTOMATIC,all wheel drive,4.0,Midsize,wagon,26.0,18,1624,44095,False,False,True,False,False,False,False,False,False,False
cadillac,4,regular unleaded,270.0,3,AUTOMATIC,rear wheel drive,4.0,Midsize,wagon,26.0,18,1624,42195,False,False,True,False,False,False,False,False,False,False
cadillac,4,regular unleaded,318.0,3,AUTOMATIC,all wheel drive,4.0,Midsize,wagon,26.0,18,1624,46095,False,False,True,True,False,False,False,False,False,False
cadillac,4,regular unleaded,318.0,3,AUTOMATIC,rear wheel drive,4.0,Midsize,wagon,26.0,18,1624,44195,False,False,True,True,False,False,False,False,False,False
cadillac,4,regular unleaded,318.0,3,AUTOMATIC,all wheel drive,4.0,Midsize,wagon,26.0,18,1624,51695,False,False,True,True,False,False,False,False,False,False
cadillac,5,flex-fuel (unleaded/e85),321.0,3,AUTOMATIC,all wheel drive,4.0,Large,sedan,26.0,18,1624,54970,False,False,True,True,True,False,False,False,False,False
cadillac,5,premium unleaded (recommended),272.0,1,AUTOMATIC,rear wheel drive,4.0,Large,sedan,30.0,20,1624,51270,False,False,True,True,False,False,False,False,False,False
cadillac,5,premium unleaded (recommended),272.0,1,AUTOMATIC,all wheel drive,4.0,Large,sedan,28.0,19,1624,53270,False,False,True,True,False,False,False,False,False,False
cadillac,5,premium unleaded (recommended),272.0,1,AUTOMATIC,all wheel drive,4.0,Large,sedan,28.0,19,1624,62070,False,False,True,True,False,False,False,False,False,False
cadillac,5,flex-fuel (unleaded/e85),321.0,3,AUTOMATIC,all wheel drive,4.0,Large,sedan,26.0,18,1624,63770,False,False,True,True,True,False,False,False,False,False
cadillac,5,flex-fuel (unleaded/e85),321.0,3,AUTOMATIC,rear wheel drive,4.0,Large,sedan,29.0,18,1624,61770,False,False,True,True,True,False,False,False,False,True
cadillac,5,premium unleaded (required),420.0,3,AUTOMATIC,rear wheel drive,4.0,Large,sedan,24.0,16,1624,69340,True,False,True,True,False,False,False,False,False,True
cadillac,5,premium unleaded (recommended),272.0,1,AUTOMATIC,all wheel drive,4.0,Large,sedan,28.0,19,1624,47345,False,False,True,True,False,False,False,False,False,False
cadillac,5,flex-fuel (unleaded/e85),321.0,3,AUTOMATIC,all wheel drive,4.0,Large,sedan,26.0,18,1624,59370,False,False,True,True,True,False,False,False,False,False
cadillac,5,premium unleaded (recommended),272.0,1,AUTOMATIC,rear wheel drive,4.0,Large,sedan,30.0,20,1624,45345,False,False,True,True,False,False,False,False,False,False
cadillac,5,premium unleaded (recommended),272.0,1,AUTOMATIC,rear wheel drive,4.0,Large,sedan,30.0,20,1624,55670,False,False,True,True,False,False,False,False,False,False
cadillac,5,premium unleaded (recommended),272.0,1,AUTOMATIC,all wheel drive,4.0,Large,sedan,28.0,19,1624,57670,False,False,True,True,False,False,False,False,False,False
cadillac,5,premium unleaded (recommended),272.0,1,AUTOMATIC,rear wheel drive,4.0,Large,sedan,30.0,20,1624,60070,False,False,True,True,False,False,False,False,False,False
cadillac,5,flex-fuel (unleaded/e85),321.0,3,AUTOMATIC,rear wheel drive,4.0,Large,sedan,29.0,18,1624,52970,False,False,True,True,True,False,False,False,False,True
cadillac,5,flex-fuel (unleaded/e85),321.0,3,AUTOMATIC,rear wheel drive,4.0,Large,sedan,29.0,18,1624,57370,False,False,True,True,True,False,False,False,False,True
cadillac,5,premium unleaded (required),420.0,3,AUTOMATIC,rear wheel drive,4.0,Large,sedan,24.0,16,1624,59340,True,False,True,True,False,False,False,False,False,True
cadillac,5,regular unleaded,335.0,3,AUTOMATIC,rear wheel drive,4.0,Large,sedan,30.0,20,1624,58285,False,False,True,True,False,False,False,False,False,True
cadillac,5,premium unleaded (recommended),268.0,1,AUTOMATIC,rear wheel drive,4.0,Large,sedan,31.0,21,1624,45560,False,False,True,True,False,False,False,False,False,False
cadillac,5,premium unleaded (recommended),268.0,1,AUTOMATIC,rear wheel drive,4.0,Large,sedan,31.0,21,1624,60685,False,False,True,True,False,False,False,False,False,False
cadillac,5,premium unleaded (required),420.0,3,AUTOMATIC,rear wheel drive,4.0,Large,sedan,24.0,16,1624,59955,True,False,True,True,False,False,False,False,False,True
cadillac,5,premium unleaded (recommended),268.0,1,AUTOMATIC,rear wheel drive,4.0,Large,sedan,31.0,21,1624,51285,False,False,True,True,False,False,False,False,False,False
cadillac,5,premium unleaded (required),420.0,3,AUTOMATIC,rear wheel drive,4.0,Large,sedan,24.0,16,1624,69955,True,False,True,True,False,False,False,False,False,True
cadillac,5,premium unleaded (recommended),268.0,1,AUTOMATIC,all wheel drive,4.0,Large,sedan,29.0,21,1624,53285,False,False,True,True,False,False,False,False,False,False
cadillac,5,regular unleaded,335.0,3,AUTOMATIC,all wheel drive,4.0,Large,sedan,28.0,19,1624,60285,False,False,True,True,False,False,False,False,False,False
cadillac,5,regular unleaded,335.0,3,AUTOMATIC,rear wheel drive,4.0,Large,sedan,30.0,20,1624,53285,False,False,True,True,False,False,False,False,False,True
cadillac,5,regular unleaded,335.0,3,AUTOMATIC,rear wheel drive,4.0,Large,sedan,30.0,20,1624,62685,False,False,True,True,False,False,False,False,False,True
cadillac,5,premium unleaded (recommended),268.0,1,AUTOMATIC,all wheel drive,4.0,Large,sedan,29.0,21,1624,58285,False,False,True,True,False,False,False,False,False,False
cadillac,5,regular unleaded,335.0,3,AUTOMATIC,all wheel drive,4.0,Large,sedan,28.0,19,1624,64685,False,False,True,True,False,False,False,False,False,False
cadillac,5,premium unleaded (recommended),268.0,1,AUTOMATIC,all wheel drive,4.0,Large,sedan,29.0,21,1624,62685,False,False,True,True,False,False,False,False,False,False
cadillac,5,premium unleaded (recommended),268.0,1,AUTOMATIC,rear wheel drive,4.0,Large,sedan,31.0,21,1624,56285,False,False,True,True,False,False,False,False,False,False
cadillac,5,regular unleaded,335.0,3,AUTOMATIC,all wheel drive,4.0,Large,sedan,28.0,19,1624,55285,False,False,True,True,False,False,False,False,False,False
cadillac,5,premium unleaded (recommended),268.0,1,AUTOMATIC,all wheel drive,4.0,Large,sedan,29.0,21,1624,47560,False,False,True,True,False,False,False,False,False,False
cadillac,5,regular unleaded,335.0,3,AUTOMATIC,all wheel drive,4.0,Large,sedan,27.0,19,1624,61195,False,False,True,True,False,False,False,False,False,False
cadillac,5,premium unleaded (recommended),268.0,1,AUTOMATIC,rear wheel drive,4.0,Large,sedan,30.0,22,1624,51695,False,False,True,True,False,False,False,False,False,False
cadillac,5,premium unleaded (required),420.0,3,AUTOMATIC,rear wheel drive,4.0,Large,sedan,24.0,16,1624,70795,True,False,True,True,False,False,False,False,False,True
cadillac,5,premium unleaded (recommended),268.0,1,AUTOMATIC,all wheel drive,4.0,Large,sedan,29.0,21,1624,47995,False,False,True,True,False,False,False,False,False,False
cadillac,5,regular unleaded,335.0,3,AUTOMATIC,all wheel drive,4.0,Large,sedan,27.0,19,1624,55695,False,False,True,True,False,False,False,False,False,False
cadillac,5,regular unleaded,335.0,3,AUTOMATIC,rear wheel drive,4.0,Large,sedan,30.0,20,1624,59195,False,False,True,True,False,False,False,False,False,True
cadillac,5,regular unleaded,335.0,3,AUTOMATIC,rear wheel drive,4.0,Large,sedan,30.0,20,1624,53695,False,False,True,True,False,False,False,False,False,True
cadillac,5,premium unleaded (recommended),268.0,1,AUTOMATIC,all wheel drive,4.0,Large,sedan,29.0,21,1624,53695,False,False,True,True,False,False,False,False,False,False
cadillac,5,premium unleaded (required),420.0,3,AUTOMATIC,rear wheel drive,4.0,Large,sedan,24.0,16,1624,60695,True,False,True,True,False,False,False,False,False,True
cadillac,5,premium unleaded (recommended),268.0,1,AUTOMATIC,rear wheel drive,4.0,Large,sedan,30.0,22,1624,45995,False,False,True,True,False,False,False,False,False,False
mazda,5,regular unleaded,146.0,1,AUTOMATIC,front wheel drive,4.0,Compact,suv,35.0,29,586,19960,False,False,False,False,False,True,False,False,False,False
mazda,5,regular unleaded,146.0,1,AUTOMATIC,front wheel drive,4.0,Compact,suv,35.0,29,586,21960,False,False,False,False,False,True,False,False,False,False
mazda,5,regular unleaded,146.0,1,AUTOMATIC,all wheel drive,4.0,Compact,suv,32.0,27,586,26240,False,False,False,False,False,True,False,False,False,False
mazda,5,regular unleaded,146.0,1,AUTOMATIC,all wheel drive,4.0,Compact,suv,32.0,27,586,23210,False,False,False,False,False,True,False,False,False,False
mazda,5,regular unleaded,146.0,1,AUTOMATIC,all wheel drive,4.0,Compact,suv,32.0,27,586,21210,False,False,False,False,False,True,False,False,False,False
mazda,5,regular unleaded,146.0,1,AUTOMATIC,front wheel drive,4.0,Compact,suv,35.0,29,586,24990,False,False,False,False,False,True,False,False,False,False
mazda,5,regular unleaded,146.0,1,AUTOMATIC,front wheel drive,4.0,Compact,suv,34.0,29,586,24990,False,False,False,False,False,True,False,False,False,False
mazda,5,regular unleaded,146.0,1,AUTOMATIC,front wheel drive,4.0,Compact,suv,34.0,29,586,19960,False,False,False,False,False,True,False,False,False,False
mazda,5,regular unleaded,146.0,1,AUTOMATIC,front wheel drive,4.0,Compact,suv,34.0,29,586,21960,False,False,False,False,False,True,False,False,False,False
mazda,5,regular unleaded,146.0,1,AUTOMATIC,all wheel drive,4.0,Compact,suv,32.0,27,586,23210,False,False,False,False,False,True,False,False,False,False
mazda,5,regular unleaded,146.0,1,AUTOMATIC,all wheel drive,4.0,Compact,suv,32.0,27,586,26240,False,False,False,False,False,True,False,False,False,False
mazda,5,regular unleaded,146.0,1,AUTOMATIC,all wheel drive,4.0,Compact,suv,32.0,27,586,21210,False,False,False,False,False,True,False,False,False,False
mazda,4,regular unleaded,155.0,1,AUTOMATIC,front wheel drive,4.0,Midsize,suv,32.0,26,586,22795,False,False,False,False,False,True,False,False,False,False
mazda,4,regular unleaded,155.0,1,AUTOMATIC,all wheel drive,4.0,Midsize,suv,31.0,25,586,24045,False,False,False,False,False,True,False,False,False,False
mazda,4,regular unleaded,184.0,1,AUTOMATIC,front wheel drive,4.0,Midsize,suv,32.0,25,586,24815,False,False,False,False,False,True,False,False,False,False
mazda,4,regular unleaded,184.0,1,AUTOMATIC,all wheel drive,4.0,Midsize,suv,30.0,24,586,26065,False,False,False,False,False,True,False,False,False,False
mazda,4,regular unleaded,184.0,1,AUTOMATIC,all wheel drive,4.0,Midsize,suv,30.0,24,586,29070,False,False,False,False,False,True,False,False,False,False
mazda,4,regular unleaded,155.0,1,MANUAL,front wheel drive,4.0,Midsize,suv,35.0,26,586,21395,False,False,False,False,False,True,False,False,False,False
mazda,4,regular unleaded,184.0,1,AUTOMATIC,front wheel drive,4.0,Midsize,suv,32.0,25,586,27820,False,False,False,False,False,True,False,False,False,False
mazda,5,regular unleaded,184.0,1,AUTOMATIC,front wheel drive,4.0,Midsize,suv,32.0,25,586,27970,False,False,False,False,False,True,False,False,False,False
mazda,5,regular unleaded,184.0,1,AUTOMATIC,all wheel drive,4.0,Midsize,suv,30.0,24,586,29220,False,False,False,False,False,True,False,False,False,False
mazda,5,regular unleaded,184.0,1,AUTOMATIC,all wheel drive,4.0,Midsize,suv,30.0,24,586,26215,False,False,False,False,False,True,False,False,False,False
mazda,5,regular unleaded,155.0,1,MANUAL,front wheel drive,4.0,Midsize,suv,35.0,26,586,21545,False,False,False,False,False,True,False,False,False,False
mazda,5,regular unleaded,184.0,1,AUTOMATIC,front wheel drive,4.0,Midsize,suv,32.0,25,586,24965,False,False,False,False,False,True,False,False,False,False
mazda,5,regular unleaded,155.0,1,AUTOMATIC,front wheel drive,4.0,Midsize,suv,32.0,26,586,22945,False,False,False,False,False,True,False,False,False,False
mazda,5,regular unleaded,155.0,1,AUTOMATIC,all wheel drive,4.0,Midsize,suv,31.0,25,586,24195,False,False,False,False,False,True,False,False,False,False
mazda,5,regular unleaded,184.0,1,AUTOMATIC,all wheel drive,4.0,Midsize,suv,30.0,24,586,24395,False,False,False,False,False,True,False,False,False,False
mazda,5,regular unleaded,155.0,1,MANUAL,front wheel drive,4.0,Midsize,suv,35.0,26,586,21795,False,False,False,False,False,True,False,False,False,False
mazda,5,regular unleaded,184.0,1,AUTOMATIC,all wheel drive,4.0,Midsize,suv,30.0,24,586,26465,False,False,False,False,False,True,False,False,False,False
mazda,5,regular unleaded,184.0,1,AUTOMATIC,all wheel drive,4.0,Midsize,suv,30.0,24,586,24445,False,False,False,False,False,True,False,False,False,False
mazda,5,regular unleaded,155.0,1,MANUAL,front wheel drive,4.0,Midsize,suv,35.0,26,586,21795,False,False,False,False,False,True,False,False,False,False
mazda,5,regular unleaded,184.0,1,AUTOMATIC,front wheel drive,4.0,Midsize,suv,33.0,26,586,23195,False,False,False,False,False,True,False,False,False,False
mazda,5,regular unleaded,184.0,1,AUTOMATIC,all wheel drive,4.0,Midsize,suv,30.0,24,586,24895,False,False,False,False,False,True,False,False,False,False
mazda,5,regular unleaded,184.0,1,AUTOMATIC,all wheel drive,4.0,Midsize,suv,30.0,24,586,29870,False,False,False,False,False,True,False,False,False,False
mazda,5,regular unleaded,184.0,1,AUTOMATIC,front wheel drive,4.0,Midsize,suv,33.0,26,586,28570,False,False,False,False,False,True,False,False,False,False
mazda,5,regular unleaded,184.0,1,AUTOMATIC,all wheel drive,4.0,Midsize,suv,30.0,24,586,29470,False,False,False,False,False,True,False,False,False,False
mazda,5,regular unleaded,184.0,1,AUTOMATIC,front wheel drive,4.0,Midsize,suv,33.0,26,586,25215,False,False,False,False,False,True,False,False,False,False
mazda,5,regular unleaded,184.0,1,AUTOMATIC,front wheel drive,4.0,Midsize,suv,33.0,26,586,25215,False,False,False,False,False,True,False,False,False,False
mazda,5,regular unleaded,184.0,1,AUTOMATIC,front wheel drive,4.0,Midsize,suv,33.0,26,586,23595,False,False,False,False,False,True,False,False,False,False
mazda,5,regular unleaded,184.0,1,AUTOMATIC,front wheel drive,4.0,Midsize,suv,33.0,26,586,28220,False,False,False,False,False,True,False,False,False,False
mazda,5,regular unleaded,184.0,1,AUTOMATIC,all wheel drive,4.0,Midsize,suv,30.0,24,586,26515,False,False,False,False,False,True,False,False,False,False
mazda,4,premium unleaded (recommended),244.0,1,AUTOMATIC,front wheel drive,4.0,Midsize,suv,25.0,18,586,25950,False,False,False,False,False,True,False,False,False,False
mazda,4,premium unleaded (recommended),244.0,1,AUTOMATIC,all wheel drive,4.0,Midsize,suv,23.0,17,586,27650,False,False,False,False,False,True,False,False,False,False
mazda,4,premium unleaded (recommended),244.0,1,AUTOMATIC,front wheel drive,4.0,Midsize,suv,25.0,18,586,31335,False,False,False,False,False,True,False,False,False,False
mazda,4,premium unleaded (recommended),244.0,1,AUTOMATIC,all wheel drive,4.0,Midsize,suv,23.0,17,586,33035,False,False,False,False,False,True,False,False,False,False
mazda,4,regular unleaded,161.0,1,AUTOMATIC,front wheel drive,4.0,Midsize,suv,28.0,20,586,21700,False,False,False,False,False,True,False,False,False,False
